iter	Logloss
185	0.2809795045
186	0.2809015203
187	0.2808236268
188	0.2807133534
189	0.2806402965
190	0.2805516793
191	0.2804159884
192	0.2802994216
193	0.2802416571
194	0.2801241421
195	0.2800401664
196	0.2797528662
197	0.2796841739
198	0.2795868588
199	0.2795136808
200	0.279380024
201	0.2792956555
202	0.2789815692
203	0.2788917692
204	0.2788228309
205	0.2787402406
206	0.2785916401
207	0.2783996102
208	0.278227136
209	0.2781567241
210	0.2780870392
211	0.2777605044
212	0.2776606476
213	0.2775681887
214	0.277182844
215	0.2770844318
216	0.277017626
217	0.2769161004
218	0.2768093187
219	0.2766736503
220	0.2766176325
221	0.2764625937
222	0.2762760898
223	0.2760874316
224	0.2760029735
225	0.2759063738
226	0.2758472492
227	0.2757842473
228	0.2757183244
229	0.2756217766
230	0.2755069391
231	0.2754308574
232	0.2753488723
233	0.2752803078
234	0.27518463
235	0.2749784116
236	0.2749180195
237	0.2747044199
238	0.2746134706
239	0.2745344838
240	0.2743713625
241	0.2742800698
242	0.2741992965
243	0.2740664703
244	0.2737074658
245	0.2735822397
246	0.2734860409
247	0.2734309818
248	0.2733314762
249	0.2730945246
250	0.2730304723
251	0.2728229149
252	0.2724845889
253	0.2724103719
254	0.2723355872
255	0.2722275025
256	0.2721183483
257	0.2720381462
258	0.2719638607
259	0.2718910225
260	0.2717944358
261	0.2717111211
262	0.2716296151
263	0.271578254
264	0.2715050009
265	0.2714333601
266	0.2713136218
267	0.2711529582
268	0.2710523259
269	0.2707803243
270	0.2707198036
271	0.2706243999
272	0.2705396856
273	0.2704411863
274	0.2703213624
275	0.2702632256
276	0.270182485
277	0.2700828829
278	0.2698486665
279	0.269766748
280	0.2697030393
281	0.2696411727
282	0.2695524083
283	0.2694698883
284	0.2693712582
285	0.2693030398
286	0.2692454761
287	0.2692035217
288	0.2691392584
289	0.2690697254
290	0.2689768849
291	0.2689202723
292	0.2686000739
293	0.2685233981
294	0.2684777489
295	0.2684038357
296	0.2683488862
297	0.2681015496
298	0.2680560557
299	0.2679458309
300	0.2678754666
301	0.2678033052
302	0.2676011927
303	0.2675391083
304	0.2674705771
305	0.2674058072
306	0.2673529041
307	0.2673014934
308	0.267239726
309	0.267174984
310	0.2670941467
311	0.2670324786
312	0.2668857692
313	0.2667894164
314	0.2667318746
315	0.2666302963
316	0.2665431761
317	0.2664930733
318	0.2664530932
319	0.2663897889
320	0.2663375569
321	0.2662811567
322	0.2661899751
323	0.2661455346
324	0.2660653927
325	0.2660164958
326	0.2659610721
327	0.2659005605
328	0.265861393
329	0.265812958
330	0.2657824762
331	0.2657066192
332	0.2656346489
333	0.26558435
334	0.2655387612
335	0.265317041
336	0.2652536549
337	0.2651945725
338	0.2650923194
339	0.265044786
340	0.2649642558
341	0.2647919656
342	0.2647275629
343	0.2646520784
344	0.26457175
345	0.2645108812
346	0.264451467
347	0.2643596031
348	0.2643272841
349	0.264237436
350	0.2641988628
351	0.26409616
352	0.2640405901
353	0.2639408466
354	0.263896163
355	0.2638154432
356	0.2637610768
357	0.2636905656
358	0.2635979424
359	0.2635010839
360	0.2634592657
361	0.2634018183
362	0.2633116939
363	0.2632653246
364	0.2632209064
365	0.2631742542
366	0.2631229691
367	0.2630603152
368	0.2630046158
369	0.2629620763
370	0.2629099818
371	0.2628733743
372	0.2627936503
373	0.2627468674
374	0.2626900145
375	0.262599873
376	0.2625563823
377	0.262515896
378	0.2624926963
379	0.2624301814
380	0.262360898
381	0.2623125031
382	0.262253946
383	0.2621595962
384	0.2621034151
385	0.2620572369
386	0.2620129236
387	0.2619546821
388	0.2618743957
389	0.2618179128
390	0.2617645286
391	0.2617200845
392	0.2616612641
393	0.2616167942
394	0.2615610439
395	0.2615085043
396	0.2614551093
397	0.2613907714
398	0.2613521857
399	0.2612642793
400	0.2612120319
401	0.2611289227
402	0.2610585646
403	0.2610169755
404	0.2609706498
405	0.2609211056
406	0.2608634697
407	0.260809833
408	0.2607100095
409	0.2606818752
410	0.2605849411
411	0.2605322863
412	0.2604796875
413	0.2604320929
414	0.26038565
415	0.2603361244
416	0.2603077259
417	0.2602570135
418	0.2602115224
419	0.260173949
420	0.2601341223
421	0.2600956178
422	0.2600438902
423	0.2600009469
424	0.2599227676
425	0.2598470848
426	0.2597184186
427	0.2596845014
428	0.2596309806
429	0.2595862492
430	0.2595409334
431	0.259492052
432	0.2594581059
433	0.2593679633
434	0.2592971733
435	0.2592558093
436	0.2591980879
437	0.2591546292
438	0.2591087783
439	0.2590373286
440	0.258967206
441	0.2589133622
442	0.258875629
443	0.2587935738
444	0.2587636696
445	0.2587293289
446	0.2586934555
447	0.2586398765
448	0.2585620797
449	0.2584979739
450	0.2584450239
451	0.2583975161
452	0.2583500032
453	0.2582857311
454	0.2582358328
455	0.2581897439
456	0.2581421129
457	0.2580809357
458	0.2580244029
459	0.257988246
460	0.2579346843
461	0.2578932501
462	0.2578587445
463	0.2578042114
464	0.2577577763
465	0.2577291393
466	0.2576911086
467	0.2576509469
468	0.2576169343
469	0.2575614798
470	0.2575226684
471	0.2574669697
472	0.2574152547
473	0.2573619681
474	0.2573153609
475	0.2572618185
476	0.2572197366
477	0.2571631995
478	0.2571234485
479	0.2570447506
480	0.2570104017
481	0.2569669043
482	0.2569311144
483	0.2568931688
484	0.256851555
485	0.2567851249
486	0.2567467769
487	0.2566897752
488	0.2566507879
489	0.2566098557
490	0.2565707145
491	0.2565246421
492	0.2564714778
493	0.256437026
494	0.2563529927
495	0.2563147282
496	0.2562702092
497	0.2562171809
498	0.2561625133
499	0.2561328864
500	0.2561081276
501	0.2559932292
502	0.2559472289
503	0.2559030731
504	0.2558447681
505	0.2557956956
506	0.2557619316
507	0.2557132564
508	0.2556620862
509	0.255624123
510	0.2555875278
511	0.2555405233
512	0.2555017802
513	0.2554603521
514	0.255391592
515	0.255347676
516	0.2553046334
517	0.2552510628
518	0.2552124799
519	0.2551619741
520	0.2551153021
521	0.2550794761
522	0.2550487261
523	0.2550099464
524	0.2549677079
525	0.254921705
526	0.254835788
527	0.2547880257
528	0.2547367153
529	0.25468978
530	0.2546261246
531	0.2546025577
532	0.2545556804
533	0.2545221779
534	0.2544665656
535	0.2544331463
536	0.2543981948
537	0.2543694146
538	0.2543192121
539	0.2542845549
540	0.254210221
541	0.254179693
542	0.2541243625
543	0.2540931808
544	0.2540441204
545	0.2539864903
546	0.2539636241
547	0.253891124
548	0.2538320633
549	0.2537909481
550	0.2537649713
551	0.253724455
552	0.253672375
553	0.2536098266
554	0.253575286
555	0.2535555417
556	0.2535135264
557	0.2534594097
558	0.2534330708
559	0.2533932687
560	0.2533155654
561	0.2532857852
562	0.2532535787
563	0.2532064263
564	0.2531691381
565	0.2531223236
566	0.2530654426
567	0.2530290637
568	0.2530023086
569	0.2529320512
570	0.2528942592
571	0.2528559239
572	0.2528185869
573	0.2527922867
574	0.2527506454
575	0.2527324137
576	0.252695939
577	0.2526813204
578	0.252648685
579	0.2526234438
580	0.2525973396
581	0.2525595134
582	0.2525244325
583	0.2524831316
584	0.2524545961
585	0.2524149817
586	0.252379121
587	0.2523518661
588	0.2522848983
589	0.252158105
590	0.2521005073
591	0.2520735997
592	0.25202977
593	0.2519859629
594	0.2519477034
595	0.2519187416
596	0.251880837
597	0.2518427551
598	0.2518033388
599	0.2517714157
600	0.2517180106
601	0.2516254331
602	0.2515721937
603	0.2515298764
604	0.2514904097
605	0.2514385644
606	0.2514012405
607	0.2513702
608	0.251325776
609	0.2512556749
610	0.2512286678
611	0.2511914485
612	0.251141646
613	0.2511246662
614	0.251072081
615	0.2510487715
616	0.251019665
617	0.2509951002
618	0.2509565147
619	0.2509134589
620	0.2508662876
621	0.250845427
622	0.2508178632
623	0.2507727786
624	0.2507028146
625	0.2506793989
626	0.2506288913
627	0.2505848531
628	0.2505438891
629	0.2505027768
630	0.250479039
631	0.2504463087
632	0.2504084275
633	0.2503579275
634	0.2503334068
635	0.2502679136
636	0.2502076115
637	0.2501570675
638	0.2501277216
639	0.2500849376
640	0.2500370519
641	0.2499857539
642	0.2499390935
643	0.2498851723
644	0.2498602209
645	0.2498179816
646	0.2497880334
647	0.2497510083
648	0.249718883
649	0.2496718768
650	0.2496085832
651	0.2495570812
652	0.2495236245
653	0.2495014206
654	0.2494776566
655	0.2494601648
656	0.2494247188
657	0.2494016846
658	0.249342327
659	0.2492960039
660	0.2492683417
661	0.2492386492
662	0.2492072842
663	0.2491661925
664	0.2491318537
665	0.2490917431
666	0.2490410914
667	0.2489950083
668	0.2489336367
669	0.2489031574
670	0.2488812775
671	0.2488202774
672	0.2488025132
673	0.2487569249
674	0.2487335929
675	0.2486936531
676	0.2486583255
677	0.2485959821
678	0.2485426953
679	0.2485205407
680	0.2484885004
681	0.2484389904
682	0.2483765587
683	0.2483403216
684	0.2482945474
685	0.2482595851
686	0.2482273329
687	0.2481921384
688	0.2481208153
689	0.2480711553
690	0.2480477103
691	0.2480120438
692	0.2479645996
693	0.2479070253
694	0.2478881291
695	0.2478512147
696	0.2478334598
697	0.2477908359
698	0.2477480492
699	0.2476983346
700	0.2476533951
701	0.2475984175
702	0.2475668597
703	0.247520554
704	0.2475002978
705	0.2474756317
706	0.2474192714
707	0.2473874838
708	0.247364962
709	0.2473208305
710	0.247287503
711	0.2472538431
712	0.247205775
713	0.2471782647
714	0.2471356454
715	0.2471012277
716	0.2470452935
717	0.2470042523
718	0.246964292
719	0.2469370596
720	0.2469118613
721	0.2468640908
722	0.2468354241
723	0.2468114344
724	0.2467836826
725	0.2467449145
726	0.2467307391
727	0.2467093557
728	0.2466821477
729	0.246661703
730	0.2466040565
731	0.2465855202
732	0.2465447182
733	0.2464955654
734	0.2464536284
735	0.246408089
736	0.2463872166
737	0.2463380889
738	0.2463052615
739	0.24627816
740	0.2462371053
741	0.2462074186
742	0.2461868989
743	0.2461577439
744	0.2460968358
745	0.2460724257
746	0.2460273389
747	0.2460057574
748	0.2459586879
749	0.2459453807
750	0.2458865505
751	0.2458552446
752	0.2457991931
753	0.2457577701
754	0.2457224376
755	0.2456798411
756	0.2456672056
757	0.2456511355
758	0.2456282456
759	0.2455966872
760	0.2454491717
761	0.2453980381
762	0.2453701499
763	0.2453514808
764	0.2453299636
765	0.2452875823
766	0.2452392207
767	0.2452085682
768	0.2451719736
769	0.2451270154
770	0.2451039643
771	0.2450628409
772	0.2450467863
773	0.2450349578
774	0.2450061046
775	0.2449570984
776	0.2449393735
777	0.2449157155
778	0.2448826785
779	0.2448282817
780	0.2448073167
781	0.2447771331
782	0.2447328767
783	0.2446932805
784	0.2446649171
785	0.2446228358
786	0.2445922125
787	0.2445620838
788	0.2445294523
789	0.2444905753
790	0.244453692
791	0.2444430917
792	0.2444201142
793	0.2443799227
794	0.2443546299
795	0.2443445357
796	0.2443241461
797	0.2442826117
798	0.2442525932
799	0.2442090894
800	0.2441902996
801	0.2441558752
802	0.2441391963
803	0.2441317002
804	0.2440920343
805	0.2440533615
806	0.2440026979
807	0.2439777334
808	0.2439578404
809	0.2438754408
810	0.2438337642
811	0.2437896632
812	0.2437378238
813	0.2437057587
814	0.243645357
815	0.2436118879
816	0.2435783147
817	0.2435362829
818	0.2434863241
819	0.2434542034
820	0.243421972
821	0.2433746172
822	0.2433606147
823	0.2433370487
824	0.2433171781
825	0.2432916048
826	0.2432344159
827	0.2432003387
828	0.2431744274
829	0.2431376711
830	0.2431090198
831	0.2430853753
832	0.2430233545
833	0.2430018168
834	0.2429475994
835	0.2428753334
836	0.2428202663
837	0.2427780331
838	0.2427523478
839	0.2427041367
840	0.2426732181
841	0.2426639117
842	0.2426265933
843	0.2425958064
844	0.2425728453
845	0.2425590774
846	0.2425327957
847	0.2424946809
848	0.2424696499
849	0.2424585397
850	0.2424318483
851	0.2423894141
852	0.2423404067
853	0.2423113104
854	0.2422826073
855	0.2422532203
856	0.2422157313
857	0.2421842662
858	0.2421458356
859	0.2421172146
860	0.2420621651
861	0.2420120102
862	0.2419885525
863	0.2419751926
864	0.2419295702
865	0.2418957628
866	0.2418543568
867	0.2418272693
868	0.2417823672
869	0.241760108
870	0.2417200605
871	0.2416741361
872	0.2416406068
873	0.2415189107
874	0.2414932598
875	0.2414723367
876	0.2414517602
877	0.241433739
878	0.2414196108
879	0.2413936614
880	0.2413751773
881	0.241330892
882	0.2412836076
883	0.2412459886
884	0.2411897496
885	0.2411479277
886	0.2411344264
887	0.2410982317
888	0.2410651802
889	0.2410364641
890	0.2410024347
891	0.2409785407
892	0.2409445629
893	0.2409167568
894	0.2408803234
895	0.2408678737
896	0.2408397963
897	0.2408001457
898	0.2407685612
899	0.2407301056
900	0.2406800039
901	0.2406470585
902	0.240624027
903	0.2405809713
904	0.2405734568
905	0.2405347671
906	0.2405086638
907	0.2404786428
908	0.2404588253
909	0.240429566
910	0.2403854355
911	0.2403516251
912	0.2403277765
913	0.2402860215
914	0.240248463
915	0.2402268681
916	0.2401971919
917	0.24015452
918	0.2401236172
919	0.2400986132
920	0.2400835658
921	0.2400601273
922	0.2400303765
923	0.2399749165
924	0.2399320629
925	0.2399042607
926	0.2398836775
927	0.2398447116
928	0.2398197938
929	0.2397920871
930	0.2397576999
931	0.2397439709
932	0.2397339788
933	0.2396954978
934	0.239622119
935	0.2396028617
936	0.2395796929
937	0.2395664364
938	0.23952701
939	0.239499835
940	0.2394662511
941	0.2394384762
942	0.2394053677
943	0.2393761414
944	0.2393345689
945	0.2392865839
946	0.239268572
947	0.2392533984
948	0.239222839
949	0.2391717258
950	0.2390691487
951	0.2390244046
952	0.2390171083
953	0.2389912558
954	0.2389741728
955	0.2389383089
956	0.2388955488
957	0.2388639798
958	0.2388348161
959	0.238807249
960	0.2387850542
961	0.2387668578
962	0.2387437711
963	0.2387172313
964	0.2387078666
965	0.2386652719
966	0.2386138362
967	0.2385866579
968	0.2385506879
969	0.2385220081
970	0.2384976003
971	0.2384682982
972	0.2384321933
973	0.2383700498
974	0.238361378
975	0.2383258572
976	0.2382789909
977	0.2382487769
978	0.2382183721
979	0.2381738913
980	0.2381489445
981	0.2381071707
982	0.2380707027
983	0.2380299629
984	0.2379999339
985	0.2379569595
986	0.2379384169
987	0.2379269707
988	0.2379024171
989	0.2378577574
990	0.2378170491
991	0.2377867293
992	0.2377521493
993	0.2377361172
994	0.2377022012
995	0.2376621769
996	0.2376197867
997	0.2375913708
998	0.2375594854
999	0.2375341683
